14519828,EVGA 지포스 RTX 3070 Ti FTW3 ULTRA GAMING D6X 8GB,1209200,1070330,1055760,1055570,0,1053200,1052840,1052600
14519954,EVGA 지포스 RTX 3070 Ti XC3 ULTRA GAMING D6X 8GB,1213870,1213580,1213340,1213090,974800,968000,1271990,1271810
12862940,EVGA 지포스 RTX 3070 XC3 ULTRA GAMING D6 8GB,3000000,3000000,3000000,3000000,3000000,0,0,0
15359087,EVGA 지포스 RTX 3070 XC3 ULTRA GAMING D6 8GB LHR,4396080,4395910,4395730,4395420,861300,853000,849110,856740
12183338,EVGA 지포스 RTX 3080 FTW3 ULTRA GAMING D6X 10GB,0,0,0,0,0,0,0,0
14896601,EVGA 지포스 RTX 3080 FTW3 ULTRA GAMING D6X 10GB LHR,1497300,1252860,1249700,1252860,1230750,1230170,1230320,1230070
16207859,EVGA 지포스 RTX 3080 FTW3 ULTRA GAMING D6X 12GB LHR,1707910,1534410,1534220,1534040,1533900,1527470,1527100,1526920
16636808,EVGA 지포스 RTX 3080 FTW3 ULTRA HYBRID GAMING D6X 12GB LHR,0,0,0,0,0,0,0,0
14398400,EVGA 지포스 RTX 3080 Ti FTW3 ULTRA GAMING D6X 12GB,1931030,1826220,1826210,1825920,0,1808660,1808500,1808210
15931733,EVGA 지포스 RTX 3080 Ti FTW3 ULTRA HYBRID GAMING D6X 12GB,2060180,2107000,2107000,2107000,2036770,2036770,2036770,2036770
14398436,EVGA 지포스 RTX 3080 Ti XC3 ULTRA GAMING D6X 12GB,1862000,1741460,1720270,1720040,1719990,1719750,1719510,1719230
15617732,EVGA 지포스 RTX 3080 Ti XC3 ULTRA HYBRID GAMING D6X 12GB,1880340,1880100,1879860,1879680,1984860,2027660,5000000,5000000
15461534,EVGA 지포스 RTX 3080 XC3 ULTRA GAMING D6X 10GB LHR,1540000,1540000,1540000,1540000,1430000,1430000,1430000,1430000
16637105,EVGA 지포스 RTX 3080 XC3 ULTRA GAMING D6X 12GB LHR,0,0,0,0,0,0,0,0
16003142,EVGA 지포스 RTX 3080 XC3 ULTRA HYBRID GAMING D6X 10GB LHR,1459860,1459620,1459330,1459140,1459080,1458840,1458550,1458360
12375728,EVGA 지포스 RTX 3090 FTW3 ULTRA GAMING D6X 24GB,2976700,2451960,2451670,2451480,0,2449970,2452040,2452040
16734413,EVGA 지포스 RTX 3090 Ti FTW3 BLACK GAMING D6X 24GB,0,0,0,0,0,0,0,0
16734506,EVGA 지포스 RTX 3090 Ti FTW3 GAMING D6X 24GB,0,0,0,0,0,0,0,0
